1	36	34	
1	37	34	
1	38	34	
1	39	34	
1	40	34	
1	41	34	
1	42	34	
1	44	34	
1	45	34	
1	46	34	
1	51	34	
1	52	34	
1	54	34	
1	55	34	
1	56	34	
1	57	34	
1	60	34	
1	61	34	
1	62	34	
1	63	34	
1	36	35	
1	37	35	
1	38	35	
1	39	35	
1	41	35	
1	42	35	
1	43	35	
1	45	35	
1	51	35	
1	52	35	
1	54	35	
1	56	35	
1	57	35	
1	60	35	
1	61	35	
1	62	35	
1	63	35	
1	17	16	
1	18	16	
1	20	16	
1	21	16	
1	22	16	
1	23	16	
1	26	16	
1	27	16	
1	28	16	
1	32	16	
1	33	16	
1	36	16	
1	37	16	
1	38	16	
1	39	16	
1	40	16	
1	41	16	
1	42	16	
1	43	16	
1	44	16	
1	45	16	
1	46	16	
1	51	16	
1	52	16	
1	55	16	
1	56	16	
1	57	16	
1	60	16	
1	61	16	
1	62	16	
1	63	16	
1	51	49	
1	57	49	
1	52	50	
1	55	50	
1	56	50	
1	57	50	
1	60	50	
1	61	50	
1	62	50	
1	63	50	
1	21	3	
1	22	3	
1	23	3	
1	27	3	
1	28	3	
1	32	3	
1	36	3	
1	37	3	
1	38	3	
1	39	3	
1	40	3	
1	43	3	
1	55	53	
1	57	53	
1	60	53	
1	61	53	
1	62	53	
1	63	53	
1	27	24	
1	28	24	
1	32	24	
1	33	24	
1	36	24	
1	37	24	
1	38	24	
1	39	24	
1	40	24	
1	41	24	
1	42	24	
1	43	24	
1	44	24	
1	47	24	
1	55	24	
1	56	24	
1	27	25	
1	28	25	
1	32	25	
1	33	25	
1	36	25	
1	37	25	
1	38	25	
1	39	25	
1	40	25	
1	41	25	
1	42	25	
1	43	25	
1	44	25	
1	45	25	
1	46	25	
1	47	25	
1	51	25	
1	52	25	
1	54	25	
1	55	25	
1	56	25	
1	60	25	
1	60	58	
1	61	58	
1	62	58	
1	63	58	
1	60	59	
1	61	59	
1	63	59	
2	36	34	
2	37	34	
2	38	34	
2	39	34	
2	40	34	
2	42	34	
2	44	34	
2	46	34	
2	55	34	
2	60	34	
2	61	34	
2	62	34	
2	63	34	
2	36	35	
2	37	35	
2	38	35	
2	39	35	
2	42	35	
2	60	35	
2	61	35	
2	62	35	
2	63	35	
2	27	24	
2	28	24	
2	29	24	
2	30	24	
2	31	24	
2	32	24	
2	33	24	
2	36	24	
2	37	24	
2	38	24	
2	39	24	
2	40	24	
2	42	24	
2	44	24	
2	55	24	
2	27	25	
2	28	25	
2	29	25	
2	30	25	
2	31	25	
2	32	25	
2	33	25	
2	36	25	
2	37	25	
2	38	25	
2	39	25	
2	40	25	
2	42	25	
2	44	25	
2	46	25	
2	55	25	
2	60	25	
2	60	58	
2	61	58	
2	62	58	
2	63	58	
3	17	16	
3	18	16	
3	20	16	
3	33	16	
3	41	16	
3	42	16	
3	44	16	
3	45	16	
3	46	16	
3	48	16	
3	52	16	
3	55	16	
3	56	16	
3	57	16	
3	60	16	
3	61	16	
3	62	16	
3	63	16	
3	57	49	
3	52	51	
3	56	51	
3	57	51	
3	60	51	
3	61	51	
3	62	51	
3	60	59	
3	61	59	
3	63	59	
3	60	58	
3	61	58	
3	62	58	
3	63	58	
4	52	51	
4	56	51	
4	57	51	
4	60	51	
4	61	51	
4	62	51	
4	52	47	
4	55	47	
4	56	47	
4	57	47	
4	60	47	
4	61	47	
4	62	47	
4	63	47	
4	17	16	
4	18	16	
4	20	16	
4	23	16	
4	30	16	
4	31	16	
4	33	16	
4	37	16	
4	39	16	
4	41	16	
4	42	16	
4	43	16	
4	44	16	
4	45	16	
4	46	16	
4	48	16	
4	52	16	
4	55	16	
4	56	16	
4	57	16	
4	60	16	
4	61	16	
4	62	16	
4	63	16	
4	57	49	
4	20	19	
4	30	19	
4	37	19	
4	39	19	
4	41	19	
4	43	19	
4	44	19	
4	45	19	
4	46	19	
4	48	19	
4	52	19	
4	55	19	
4	60	19	
4	61	19	
4	62	19	
4	63	19	
4	55	53	
4	57	53	
4	60	53	
4	61	53	
4	62	53	
4	63	53	
4	60	58	
4	61	58	
4	62	58	
4	63	58	
4	60	59	
4	61	59	
4	63	59	
5	17	16	
5	18	16	
5	20	16	
5	21	16	
5	22	16	
5	23	16	
5	26	16	
5	27	16	
5	28	16	
5	29	16	
5	30	16	
5	31	16	
5	32	16	
5	33	16	
5	36	16	
5	37	16	
5	38	16	
5	39	16	
5	40	16	
5	41	16	
5	42	16	
5	43	16	
5	44	16	
5	45	16	
5	46	16	
5	48	16	
5	51	16	
5	52	16	
5	55	16	
5	56	16	
5	57	16	
5	60	16	
5	61	16	
5	62	16	
5	63	16	
5	36	35	
5	37	35	
5	38	35	
5	39	35	
5	41	35	
5	42	35	
5	43	35	
5	45	35	
5	48	35	
5	49	35	
5	51	35	
5	52	35	
5	54	35	
5	56	35	
5	57	35	
5	60	35	
5	61	35	
5	62	35	
5	63	35	
5	36	34	
5	37	34	
5	38	34	
5	39	34	
5	40	34	
5	41	34	
5	42	34	
5	44	34	
5	45	34	
5	46	34	
5	48	34	
5	49	34	
5	51	34	
5	52	34	
5	54	34	
5	55	34	
5	56	34	
5	57	34	
5	60	34	
5	61	34	
5	62	34	
5	63	34	
5	20	19	
5	30	19	
5	36	19	
5	37	19	
5	38	19	
5	39	19	
5	40	19	
5	41	19	
5	43	19	
5	44	19	
5	45	19	
5	46	19	
5	48	19	
5	52	19	
5	55	19	
5	60	19	
5	61	19	
5	62	19	
5	63	19	
5	55	53	
5	57	53	
5	60	53	
5	61	53	
5	62	53	
5	63	53	
5	27	24	
5	28	24	
5	29	24	
5	30	24	
5	31	24	
5	32	24	
5	33	24	
5	36	24	
5	37	24	
5	38	24	
5	39	24	
5	40	24	
5	41	24	
5	42	24	
5	43	24	
5	44	24	
5	55	24	
5	56	24	
5	27	25	
5	28	25	
5	29	25	
5	30	25	
5	31	25	
5	32	25	
5	33	25	
5	36	25	
5	37	25	
5	38	25	
5	39	25	
5	40	25	
5	41	25	
5	42	25	
5	43	25	
5	44	25	
5	45	25	
5	46	25	
5	48	25	
5	51	25	
5	52	25	
5	54	25	
5	55	25	
5	56	25	
5	60	25	
5	60	58	
5	61	58	
5	62	58	
5	63	58	
5	60	59	
5	61	59	
5	63	59	
5	51	47	
5	52	47	
5	55	47	
5	56	47	
5	57	47	
5	60	47	
5	61	47	
5	62	47	
5	63	47	
6	17	16	
6	18	16	
6	20	16	
6	21	16	
6	22	16	
6	23	16	
6	26	16	
6	27	16	
6	28	16	
6	29	16	
6	30	16	
6	31	16	
6	32	16	
6	33	16	
6	36	16	
6	37	16	
6	38	16	
6	39	16	
6	40	16	
6	41	16	
6	42	16	
6	43	16	
6	44	16	
6	45	16	
6	46	16	
6	48	16	
6	51	16	
6	52	16	
6	55	16	
6	56	16	
6	57	16	
6	60	16	
6	61	16	
6	62	16	
6	63	16	
6	36	35	
6	37	35	
6	38	35	
6	39	35	
6	41	35	
6	42	35	
6	43	35	
6	45	35	
6	48	35	
6	49	35	
6	51	35	
6	52	35	
6	54	35	
6	56	35	
6	57	35	
6	60	35	
6	61	35	
6	62	35	
6	63	35	
6	36	34	
6	37	34	
6	38	34	
6	39	34	
6	40	34	
6	41	34	
6	42	34	
6	44	34	
6	45	34	
6	46	34	
6	48	34	
6	49	34	
6	51	34	
6	52	34	
6	54	34	
6	55	34	
6	56	34	
6	57	34	
6	60	34	
6	61	34	
6	62	34	
6	63	34	
6	20	19	
6	30	19	
6	36	19	
6	37	19	
6	38	19	
6	39	19	
6	40	19	
6	41	19	
6	43	19	
6	44	19	
6	45	19	
6	46	19	
6	48	19	
6	52	19	
6	55	19	
6	60	19	
6	61	19	
6	62	19	
6	63	19	
6	55	53	
6	57	53	
6	60	53	
6	61	53	
6	62	53	
6	63	53	
6	27	24	
6	28	24	
6	29	24	
6	30	24	
6	31	24	
6	32	24	
6	33	24	
6	36	24	
6	37	24	
6	38	24	
6	39	24	
6	40	24	
6	41	24	
6	42	24	
6	43	24	
6	44	24	
6	47	24	
6	55	24	
6	56	24	
6	27	25	
6	28	25	
6	29	25	
6	30	25	
6	31	25	
6	32	25	
6	33	25	
6	36	25	
6	37	25	
6	38	25	
6	39	25	
6	40	25	
6	41	25	
6	42	25	
6	43	25	
6	44	25	
6	45	25	
6	46	25	
6	47	25	
6	48	25	
6	51	25	
6	52	25	
6	54	25	
6	55	25	
6	56	25	
6	60	25	
6	60	58	
6	61	58	
6	62	58	
6	63	58	
6	60	59	
6	61	59	
6	63	59	
7	36	35	
7	37	35	
7	38	35	
7	39	35	
7	41	35	
7	42	35	
7	43	35	
7	45	35	
7	51	35	
7	52	35	
7	53	35	
7	54	35	
7	56	35	
7	57	35	
7	60	35	
7	61	35	
7	62	35	
7	63	35	
7	21	8	
7	22	8	
7	23	8	
7	26	8	
7	27	8	
7	29	8	
7	30	8	
7	31	8	
7	36	8	
7	37	8	
7	38	8	
7	39	8	
7	41	8	
7	54	8	
7	36	34	
7	37	34	
7	38	34	
7	39	34	
7	40	34	
7	41	34	
7	42	34	
7	44	34	
7	45	34	
7	46	34	
7	51	34	
7	52	34	
7	53	34	
7	54	34	
7	55	34	
7	56	34	
7	57	34	
7	60	34	
7	61	34	
7	62	34	
7	63	34	
7	17	16	
7	18	16	
7	20	16	
7	21	16	
7	22	16	
7	23	16	
7	26	16	
7	27	16	
7	28	16	
7	29	16	
7	30	16	
7	31	16	
7	32	16	
7	33	16	
7	36	16	
7	37	16	
7	38	16	
7	39	16	
7	40	16	
7	41	16	
7	42	16	
7	43	16	
7	44	16	
7	45	16	
7	46	16	
7	51	16	
7	52	16	
7	55	16	
7	56	16	
7	57	16	
7	60	16	
7	61	16	
7	62	16	
7	63	16	
7	51	49	
7	57	49	
7	52	50	
7	55	50	
7	56	50	
7	57	50	
7	60	50	
7	61	50	
7	62	50	
7	63	50	
7	27	24	
7	28	24	
7	29	24	
7	30	24	
7	31	24	
7	32	24	
7	33	24	
7	36	24	
7	37	24	
7	38	24	
7	39	24	
7	40	24	
7	41	24	
7	42	24	
7	43	24	
7	44	24	
7	47	24	
7	55	24	
7	56	24	
7	27	25	
7	28	25	
7	29	25	
7	30	25	
7	31	25	
7	32	25	
7	33	25	
7	36	25	
7	37	25	
7	38	25	
7	39	25	
7	40	25	
7	41	25	
7	42	25	
7	43	25	
7	44	25	
7	45	25	
7	46	25	
7	47	25	
7	51	25	
7	52	25	
7	53	25	
7	54	25	
7	55	25	
7	56	25	
7	60	25	
7	60	58	
7	61	58	
7	62	58	
7	63	58	
7	60	59	
7	61	59	
7	63	59	
8	17	16	
8	18	16	
8	20	16	
8	28	16	
8	32	16	
8	33	16	
8	40	16	
8	42	16	
8	43	16	
8	44	16	
8	45	16	
8	46	16	
8	51	16	
8	52	16	
8	55	16	
8	56	16	
8	57	16	
8	60	16	
8	61	16	
8	62	16	
8	63	16	
8	40	34	
8	42	34	
8	44	34	
8	45	34	
8	46	34	
8	51	34	
8	52	34	
8	53	34	
8	55	34	
8	56	34	
8	57	34	
8	60	34	
8	61	34	
8	62	34	
8	63	34	
8	42	35	
8	43	35	
8	45	35	
8	51	35	
8	52	35	
8	53	35	
8	56	35	
8	57	35	
8	60	35	
8	61	35	
8	62	35	
8	63	35	
8	51	49	
8	57	49	
8	60	58	
8	61	58	
8	62	58	
8	63	58	
8	60	59	
8	61	59	
8	63	59	
8	52	50	
8	55	50	
8	56	50	
8	57	50	
8	60	50	
8	61	50	
8	62	50	
8	63	50	
9	17	16	
9	18	16	
9	20	16	
9	21	16	
9	22	16	
9	23	16	
9	24	16	
9	26	16	
9	27	16	
9	28	16	
9	29	16	
9	30	16	
9	31	16	
9	32	16	
9	33	16	
9	36	16	
9	37	16	
9	38	16	
9	39	16	
9	40	16	
9	41	16	
9	44	16	
9	56	16	
9	36	35	
9	37	35	
9	38	35	
9	39	35	
9	41	35	
9	56	35	
9	36	34	
9	37	34	
9	38	34	
9	39	34	
9	40	34	
9	41	34	
9	44	34	
9	56	34	
9	20	19	
9	30	19	
9	36	19	
9	37	19	
9	38	19	
9	39	19	
9	40	19	
9	41	19	
9	44	19	
9	27	25	
9	28	25	
9	29	25	
9	30	25	
9	31	25	
9	32	25	
9	33	25	
9	36	25	
9	37	25	
9	38	25	
9	39	25	
9	40	25	
9	41	25	
9	44	25	
9	56	25	
10	17	16	
10	18	16	
10	20	16	
10	21	16	
10	22	16	
10	23	16	
10	24	16	
10	26	16	
10	27	16	
10	28	16	
10	29	16	
10	30	16	
10	31	16	
10	32	16	
10	36	16	
10	37	16	
10	38	16	
10	40	16	
10	41	16	
10	43	16	
10	44	16	
10	45	16	
10	46	16	
10	48	16	
10	52	16	
10	55	16	
10	56	16	
10	57	16	
10	60	16	
10	61	16	
10	62	16	
10	63	16	
10	36	35	
10	37	35	
10	38	35	
10	41	35	
10	43	35	
10	45	35	
10	48	35	
10	52	35	
10	54	35	
10	56	35	
10	57	35	
10	60	35	
10	61	35	
10	62	35	
10	63	35	
10	36	34	
10	37	34	
10	38	34	
10	40	34	
10	41	34	
10	44	34	
10	45	34	
10	46	34	
10	48	34	
10	52	34	
10	54	34	
10	55	34	
10	56	34	
10	57	34	
10	60	34	
10	61	34	
10	62	34	
10	63	34	
10	20	19	
10	30	19	
10	36	19	
10	37	19	
10	38	19	
10	40	19	
10	41	19	
10	43	19	
10	44	19	
10	45	19	
10	46	19	
10	48	19	
10	52	19	
10	55	19	
10	60	19	
10	61	19	
10	62	19	
10	63	19	
10	57	49	
10	52	51	
10	56	51	
10	57	51	
10	60	51	
10	61	51	
10	62	51	
10	27	25	
10	28	25	
10	29	25	
10	30	25	
10	31	25	
10	32	25	
10	36	25	
10	37	25	
10	38	25	
10	40	25	
10	41	25	
10	43	25	
10	44	25	
10	45	25	
10	46	25	
10	47	25	
10	48	25	
10	52	25	
10	54	25	
10	55	25	
10	56	25	
10	60	25	
10	60	58	
10	61	58	
10	62	58	
10	63	58	
10	60	59	
10	61	59	
10	63	59	
10	55	53	
10	57	53	
10	60	53	
10	61	53	
10	62	53	
10	63	53	
11	17	16	
11	20	16	
11	21	16	
11	22	16	
11	23	16	
11	26	16	
11	27	16	
11	28	16	
11	29	16	
11	30	16	
11	31	16	
11	32	16	
11	33	16	
11	36	16	
11	37	16	
11	38	16	
11	39	16	
11	40	16	
11	41	16	
11	42	16	
11	43	16	
11	44	16	
11	45	16	
11	46	16	
11	48	16	
11	52	16	
11	55	16	
11	56	16	
11	57	16	
11	60	16	
11	61	16	
11	62	16	
11	63	16	
11	36	35	
11	37	35	
11	38	35	
11	39	35	
11	41	35	
11	42	35	
11	43	35	
11	45	35	
11	48	35	
11	52	35	
11	53	35	
11	54	35	
11	56	35	
11	57	35	
11	60	35	
11	61	35	
11	62	35	
11	63	35	
11	20	19	
11	30	19	
11	36	19	
11	37	19	
11	38	19	
11	39	19	
11	40	19	
11	41	19	
11	43	19	
11	44	19	
11	45	19	
11	46	19	
11	48	19	
11	52	19	
11	55	19	
11	60	19	
11	61	19	
11	62	19	
11	63	19	
11	52	51	
11	56	51	
11	57	51	
11	60	51	
11	61	51	
11	62	51	
11	57	49	
11	27	24	
11	28	24	
11	29	24	
11	30	24	
11	31	24	
11	32	24	
11	33	24	
